region,provincia,comuna,candidato,pacto,partido,subpacto,nivel
LOS LAGOS,PALENA,CHAITEN,ROBERTO SOTO ESCALONA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,ELIGIO ANGEL MONTECINOS ARAYA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,MANUEL  ORTIZ TORRES,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,CESAR PARDO VALLEJOS,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,JORGE  SEPULVEDA HAUGEN,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,JOSE  SOTO OYARZO,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,PAOLA RODRIGUEZ CUEVAS,CHILE VAMOS RN - EVOPOLI,INDEPENDIENTES,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,AISEN,AISEN,JULIO  URIBE ALVARADO,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,LUIS NOLBERTO COÑUECAR LAGOS,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,MARCIA ALEJANDRA NAHUELQUIN DELGADO,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,MARIOLI SILVIA TORO HUENULAO,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,CRISTIAN OMAR SEPULVEDA TRONCOSO,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,DANIELA PAZ MORALES WESTERMEYER,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,ARIEL MAURICIO LILLO LILLO,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,BIANCA ORNELLA TEPPA TORRES,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,SERGIO ARTURO GONZALEZ BORQUEZ,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,PAULINA ALEJANDRA ZAPATA CORTES,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,JULIO ESTEBAN ROSSEL GONZALEZ,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,AISEN,AISEN,RODOLFO  ZIMMERMANN MUSSIETT,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,ANTONIO  CADAGAN SEPULVEDA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,CARLOS  MELLA ARZOLA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,CARLOS CAMPOS SAIGG,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,CRISTOBAL LOPEZ MORALES,POR UN CHILE JUSTO Y DESCENTRALIZADO,INDEPENDIENTES,SUBPACTO PPD E INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,AUGUSTO HERNANDEZ AGUILANTE,POR UN CHILE JUSTO Y DESCENTRALIZADO,INDEPENDIENTES,SUBPACTO PCCH E INDEPENDIENTES,Core
AISEN,CAPITAN PRAT,COCHRANE,JORGE PATRICIO ABELLO MOLL,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,EDUARDO  VERA WANDERSLEBEN,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,EUGENIO  CANALES CANALES,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,RODRIGO GABRIEL CUBILLA RETAMAL,CHILE VAMOS UDI - PRI - INDEPENDIENTES,PARTIDO REGIONALISTA INDEPENDIENTE,SUBPACTO PRI E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,MARCIA  RAPHAEL MORA,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,RAUL  RUDOLPHI ALTANER,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,VALENTIN  SOLIS CABEZAS,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,JESSICA  CONTRERAS LEGUE,CHILE VAMOS RN - EVOPOLI,EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,CINTHYA  PANTANALLI WANDERSLEBEN,CHILE VAMOS RN - EVOPOLI,EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,ROLF CHRISTIAN TRAEGER GIMENO,CHILE VAMOS RN - EVOPOLI,INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,GUSTAVO  VILLARROEL PINILLA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,NORMA ELIANA CARCAMO LEVICOY,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,SILVIA VERONICA DELFIN CORTES,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,MACARENA MAGDALENA MEDRANO VILLAGRA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,JUAN ENRIQUE CATALAN JARA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,JUAN LUIS AMENABAR GRANELLA,SUMEMOS,INDEPENDIENTES,SUBPACTO TODOS E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,MARIANELA PAOLA MOLINA MANSILLA,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,RODRIGO ALEJANDRO ARAYA MORALES,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,PATRICIO SANHUEZA ULLOA,FRENTE AMPLIO,REVOLUCION DEMOCRATICA,SUBPACTO REVOLUCION DEMOCRATICA E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,HECTOR MANUEL ACEVEDO MARIN,FRENTE AMPLIO,INDEPENDIENTES,SUBPACTO HUMANISTAS MAS INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,TAMARA INES MANCILLA ACEVEDO,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,RICARDO FRANCISCO CARMI ROJAS,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,MAURICIO  HENRIQUEZ BARRIA,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,CLAUDIA DEL CARMEN BORQUEZ YAÑEZ,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,GONZALO HERNAN ARANGUIZ VALENZUELA,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,IVAN ARTURO JARA ARANEDA,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,JUAN BAUTISTA ALVAREZ SANTANA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,MARIA INES COÑUECAR OJEDA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,ANDREA JACQUELINE MACIAS PALMA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,IVIS DORIS DINAMARCA JARA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,FLORENTINO NEDIN VEGA SEGUEL,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,COYHAIQUE,COYHAIQUE,ROCCO ANTONIO MARTINIELLO AVILA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,LILIAN  INOSTROZA PARRA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,CARLOS  QUINTUL CEA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,JORGE HEREME HASEN,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,EDUIN JOSE CAYUN GONZALEZ,POR UN CHILE JUSTO Y DESCENTRALIZADO,INDEPENDIENTES,SUBPACTO PCCH E INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,WASHINGTON  MEDINA MARTINEZ,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
AISEN,GENERAL CARRERA,CHILE CHICO,ARIEL VALDOVINO KEIM HERMOSILLA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,NELSON  CARCAMO BARRERA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,RODOLFO MONCADA SALAZAR,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,MARCELO GARRIDO PINO,CHILE VAMOS RN - EVOPOLI,INDEPENDIENTES,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,FERNANDO MAURICIO CAICHEO MUÑOZ,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,ANDREA KIMBERLY GOMEZ CARCAMO,UNIDOS POR LA DESCENTRALIZACION,INDEPENDIENTES,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,ANTARTICA CHILENA,CABO DE HORNOS,LUIS ALEJANDRO LLAIPEN CAÑUÑAN,UNIDOS POR LA DESCENTRALIZACION,INDEPENDIENTES,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ALEJANDRO  SOLER GUTIERREZ,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ROXANA  GALLARDO CONCHA,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,BEATRIZ  SANCHEZ CAÑETE,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JULIAN EDGARDO MANCILLA PEREZ,CHILE VAMOS UDI - PRI - INDEPENDIENTES,INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,BORIS STIPICIC MATIC,CHILE VAMOS UDI - PRI - INDEPENDIENTES,INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,DAVID ROMO GARRIDO,CHILE VAMOS UDI - PRI - INDEPENDIENTES,INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,MARIA PATRICIA  NAVARRO GUERRERO,CHILE VAMOS UDI - PRI - INDEPENDIENTES,INDEPENDIENTES,SUBPACTO PRI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ROBERTO SAHR DOMIAN,POR TODO CHILE,PARTIDO PROGRESISTA,SUBPACTO PRO + INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ERNESTO RODY GOMEZ GALLEGOS,POR TODO CHILE,PARTIDO PROGRESISTA,SUBPACTO PRO + INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ROMINA ANDREA LARA VELASQUEZ,POR TODO CHILE,PARTIDO PROGRESISTA,SUBPACTO PRO + INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,RODOLFO CONCHA PAEILE,CHILE VAMOS RN - EVOPOLI,EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,LAURA ANGELICA CAMPOS MUÑOZ,CHILE VAMOS RN - EVOPOLI,EVOLUCION POLITICA,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JOAQUIN VASQUEZ ELIAS,CHILE VAMOS RN - EVOPOLI,INDEPENDIENTES,SUBPACTO EVOPOLI E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JORGE  BALICH ROJEL,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ANTONIO RISPOLI GINER,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JORGE VEGA GERMAIN,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ALEJANDRO  KUSANOVIC GLUSEVIC,CHILE VAMOS RN - EVOPOLI,INDEPENDIENTES,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JAIME GONZALO URIBE HERMOSILLA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,SOFIA BEATRIZ DIAZ AGUILAR,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,MARCELINO ALEJANDRO AGUAYO CONCHA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JOSE MATEO MASLOV VELASQUEZ,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,KARINA ANDREA ARIZMENDY CARILAO,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,EMILIO OSCAR BOCCAZZI CAMPOS,POR UN CHILE JUSTO Y DESCENTRALIZADO,INDEPENDIENTES,SUBPACTO PRSD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,DALIVOR PAVEL ETEROVIC DIAZ,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,JUAN FELIPE VUKUSICH COVACIC,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO COMUNISTA DE CHILE,SUBPACTO PCCH E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,CHRISTIAN BORDOLI AQUEVEQUE,FRENTE AMPLIO,PARTIDO HUMANISTA,SUBPACTO HUMANISTAS MAS INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,MAURICIO  MUÑOZ GATICA,FRENTE AMPLIO,INDEPENDIENTES,SUBPACTO HUMANISTAS MAS INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,MIROSLAVA SOLEDAD MARTINEZ PEREZ,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,SOFIA GABRIELA ANDRADE MENDOZA,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,LUCIA ALEJANDRA MUÑOZ CONCHA,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ALDO RICARDO MATTIONI AVILA,COALICIÓN REGIONALISTA VERDE,DEMOCRACIA REGIONAL PATAGONICA,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,SERGIO ANDRES VILCHES VILLANUEVA,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,RODRIGO ALBERTO UTZ CONTRERAS,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,GONZALO FELIPE BRAVO RUIZ,COALICIÓN REGIONALISTA VERDE,INDEPENDIENTES,SUBPACTO DEMOCRACIA REGIONAL E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,ANTONIO BRADASIC SILLARD,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,RAMON LOBOS VASQUEZ,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,GUILLERMO JAVIER SOTO AGUILERA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,BEATRIZ LOPEZ LOPEZ,UNIDOS POR LA DESCENTRALIZACION,INDEPENDIENTES,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,MIGUEL ANGEL SIERPE GALLARDO,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,NICOLAS GALVEZ LOPEZ,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,GLORIA MARCELA CHODIL IVANOVIC,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,VICTOR ARNOLDO LOW OYARZUN,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,MAGALLANES,LAGUNA BLANCA,LUIS LEGAZA SOTO,CANDIDATURA INDEPENDIENTE,CANDIDATURA INDEPENDIENTE,NA,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,FERNANDO CALLAHAN BARRIENTOS,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,HERNAN FERREIRA ZEBALLOS,CHILE VAMOS UDI - PRI - INDEPENDIENTES,UNION DEMOCRATA INDEPENDIENTE,SUBPACTO UDI - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,MARGARITA NORAMBUENA CAVIEDES,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,JUAN  CARRASCO OYARZUN,CHILE VAMOS RN - EVOPOLI,RENOVACION NACIONAL,SUBPACTO RN - INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,FRANCISCO OMAR ROS GARAY,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO RADICAL SOCIALDEMOCRATA,SUBPACTO PRSD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,ANDRES LOPEZ ESPAÑA,POR UN CHILE JUSTO Y DESCENTRALIZADO,PARTIDO POR LA DEMOCRACIA,SUBPACTO PPD E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,PATRICIA VICTORIA VARGAS OYARZO,UNIDOS POR LA DESCENTRALIZACION,PARTIDO SOCIALISTA DE CHILE,SUBPACTO PS E INDEPENDIENTES,Core
MALLAGANES Y ANTARTICA,TIERRA DEL FUEGO,PORVENIR,MANUEL ARISTIDES LONCON GUALA,UNIDOS POR LA DESCENTRALIZACION,PARTIDO DEMOCRATA CRISTIANO,SUBPACTO PDC E INDEPENDIENTES,Core
